locs,techs,timesteps,required_resource
CNOR,demand_power,2019-01-14 12:00:00,-3682771.305
CNOR,demand_power,2019-01-14 13:00:00,-3480088.942
CNOR,demand_power,2019-01-14 14:00:00,-3467946.301
CNOR,demand_power,2019-01-14 15:00:00,-3311981.173
CNOR,demand_power,2019-01-14 16:00:00,-3421378.875
CNOR,demand_power,2019-01-14 17:00:00,-3676890.76
CNOR,demand_power,2019-01-14 18:00:00,-3797980.479
CNOR,demand_power,2019-01-14 19:00:00,-3888874.766
CNOR,demand_power,2019-01-14 20:00:00,-3664348.327
CNOR,demand_power,2019-01-14 21:00:00,-3364622.012
CNOR,demand_power,2019-01-14 22:00:00,-3092506.692
CNOR,demand_power,2019-01-14 23:00:00,-2869225.376
CNOR,demand_power,2019-01-15 00:00:00,-2593342.99
CNOR,demand_power,2019-01-15 01:00:00,-2428133.331
CNOR,demand_power,2019-01-15 02:00:00,-2346440.217
CNOR,demand_power,2019-01-15 03:00:00,-2277876.812
CNOR,demand_power,2019-01-15 04:00:00,-2272229.802
CNOR,demand_power,2019-01-15 05:00:00,-2277475.825
CNOR,demand_power,2019-01-15 06:00:00,-2409567.72
CNOR,demand_power,2019-01-15 07:00:00,-2531818.239
CNOR,demand_power,2019-01-15 08:00:00,-2711284.916
CNOR,demand_power,2019-01-15 09:00:00,-3030609.959
CNOR,demand_power,2019-01-15 10:00:00,-3149712.983
CNOR,demand_power,2019-01-15 11:00:00,-3423069.838
CNOR,demand_power,2019-01-15 12:00:00,-3512828.743
CNOR,demand_power,2019-01-15 13:00:00,-3114652.78
CNOR,demand_power,2019-01-15 14:00:00,-3111698.453
CNOR,demand_power,2019-01-15 15:00:00,-3026694.878
CNOR,demand_power,2019-01-15 16:00:00,-3127393.762
CNOR,demand_power,2019-01-15 17:00:00,-3425879.738
CNOR,demand_power,2019-01-15 18:00:00,-3562304.147
CNOR,demand_power,2019-01-15 19:00:00,-3708708.081
CNOR,demand_power,2019-01-15 20:00:00,-3598559.836
CNOR,demand_power,2019-01-15 21:00:00,-3389891.972
CNOR,demand_power,2019-01-15 22:00:00,-3175002.08
CNOR,demand_power,2019-01-15 23:00:00,-2913277.437
CNOR,demand_power,2019-01-16 00:00:00,-2714430.317
CNOR,demand_power,2019-01-16 01:00:00,-2614745.113
CNOR,demand_power,2019-01-16 02:00:00,-2599729.18
CNOR,demand_power,2019-01-16 03:00:00,-2599791.077
CNOR,demand_power,2019-01-16 04:00:00,-2671489.417
CNOR,demand_power,2019-01-16 05:00:00,-2949315.738
CNOR,demand_power,2019-01-16 06:00:00,-3559430.855
CNOR,demand_power,2019-01-16 07:00:00,-4188020.083
CNOR,demand_power,2019-01-16 08:00:00,-4754598.053
CNOR,demand_power,2019-01-16 09:00:00,-5028695.882
CNOR,demand_power,2019-01-16 10:00:00,-4952266.732
CNOR,demand_power,2019-01-16 11:00:00,-4708006.108
CNOR,demand_power,2019-01-16 12:00:00,-4596149.257
CNOR,demand_power,2019-01-16 13:00:00,-4495397.745
CNOR,demand_power,2019-01-16 14:00:00,-4680247.696
CNOR,demand_power,2019-01-16 15:00:00,-4846078.122
CNOR,demand_power,2019-01-16 16:00:00,-4889582.079
CNOR,demand_power,2019-01-16 17:00:00,-4886031.205
CNOR,demand_power,2019-01-16 18:00:00,-4737348.433
CNOR,demand_power,2019-01-16 19:00:00,-4643478.887
CNOR,demand_power,2019-01-16 20:00:00,-4414507.801
CNOR,demand_power,2019-01-16 21:00:00,-4101921.194
CNOR,demand_power,2019-01-16 22:00:00,-3693086.929
CNOR,demand_power,2019-01-16 23:00:00,-3326327.599
CNOR,demand_power,2019-01-17 00:00:00,-3080680.115
CNOR,demand_power,2019-01-17 01:00:00,-2974617.394
CNOR,demand_power,2019-01-17 02:00:00,-2923942.019
CNOR,demand_power,2019-01-17 03:00:00,-2815403.404
CNOR,demand_power,2019-01-17 04:00:00,-2818466.873
CNOR,demand_power,2019-01-17 05:00:00,-3007713.329
CNOR,demand_power,2019-01-17 06:00:00,-3601259.397
CNOR,demand_power,2019-01-17 07:00:00,-4344505.507
CNOR,demand_power,2019-01-17 08:00:00,-4925320.461
CNOR,demand_power,2019-01-17 09:00:00,-5166441.964
CNOR,demand_power,2019-01-17 10:00:00,-5252533.676
CNOR,demand_power,2019-01-17 11:00:00,-5276363.551
CNOR,demand_power,2019-01-17 12:00:00,-4874594.851
CNOR,demand_power,2019-01-17 13:00:00,-4721232.7
CNOR,demand_power,2019-01-17 14:00:00,-4927876.492
CNOR,demand_power,2019-01-17 15:00:00,-5096037.188
CNOR,demand_power,2019-01-17 16:00:00,-5096321.557
CNOR,demand_power,2019-01-17 17:00:00,-5082703.546
CNOR,demand_power,2019-01-17 18:00:00,-4962990.519
CNOR,demand_power,2019-01-17 19:00:00,-4869662.501
CNOR,demand_power,2019-01-17 20:00:00,-4602254.966
CNOR,demand_power,2019-01-17 21:00:00,-4295696.023
CNOR,demand_power,2019-01-17 22:00:00,-3847504.923
CNOR,demand_power,2019-01-17 23:00:00,-3488588.612
CNOR,demand_power,2019-01-18 00:00:00,-3205271.37
CNOR,demand_power,2019-01-18 01:00:00,-3110231.456
CNOR,demand_power,2019-01-18 02:00:00,-3055333.607
CNOR,demand_power,2019-01-18 03:00:00,-3051148.211
CNOR,demand_power,2019-01-18 04:00:00,-3027020.213
CNOR,demand_power,2019-01-18 05:00:00,-3256679.346
CNOR,demand_power,2019-01-18 06:00:00,-3797622.85
CNOR,demand_power,2019-01-18 07:00:00,-4403071.447
CNOR,demand_power,2019-01-18 08:00:00,-4950595.504
CNOR,demand_power,2019-01-18 09:00:00,-5236350.365
CNOR,demand_power,2019-01-18 10:00:00,-5152544.667
CNOR,demand_power,2019-01-18 11:00:00,-5141073.029
CNOR,demand_power,2019-01-18 12:00:00,-4972894.989
CNOR,demand_power,2019-01-18 13:00:00,-4494748.87
CNOR,demand_power,2019-01-18 14:00:00,-4771565.397
CNOR,demand_power,2019-01-18 15:00:00,-5006548.598
CNOR,demand_power,2019-01-18 16:00:00,-5135444.857
CNOR,demand_power,2019-01-18 17:00:00,-5185418.729
CNOR,demand_power,2019-01-18 18:00:00,-5053439.565
CNOR,demand_power,2019-01-18 19:00:00,-4911451.572
